01001;86000US01001;Massachusetts;Hampden;"Agawam Town; West Springfield Town";$57,694 ;$5,131 ;$74,096 ;$5,300 ;$33,135 ;$2,547 ;3.2%;1.7%;$26,518 ;$21,257 ;$68,077 ;$14,176 ;$74,567 ;$18,818 ;$36,250 ;$4,780 ;7,460;1,624;1,468;1,539;825;1,326;440;238;17,537;15,401;218;7;464;34;0;261;1,152;1,524.3;17,537;861;667;895;1,235;1,299;1,475;943;1,951;816;1,056;672;1,185;1,015;1,363;873;1,231;45.8;13,358;8.7%;28.3%;32.9%;17.9%;12.1%;4,050;6.4%;9,231;4.6%;7,721;$209,400 ;7,460;4,050;3,170;996;880;421;3,410
01002;86000US01002;Massachusetts;"Hampshire; Franklin";"Pelham; Amherst; Shutesbury";$52,379 ;$4,504 ;$80,304 ;$4,770 ;$27,657 ;$1,559 ;7.9%;1.4%;$17,802 ;$7,341 ;$47,405 ;$13,594 ;$101,364 ;$14,894 ;$74,083 ;$11,447 ;9,976;2,826;1,945;1,206;1,106;1,314;787;792;30,280;22,214;1,534;74;3,523;31;49;934;1,921;549.9;30,280;1,058;2,680;5,283;1,144;1,130;1,482;1,297;1,325;933;2,575;5,939;1,226;848;1,264;1,138;958;23.6;13,787;4.6%;12.2%;16.2%;24.7%;42.3%;4,987;9.0%;16,608;7.2%;10,927;$344,600 ;9,976;4,987;3,764;1,336;1,223;786;4,989
01003;86000US01003;Massachusetts;Hampshire;Amherst;$2,499 ;***;($1);N;$4,370 ;$405 ;0.0%;55.3%;($1);**;($1);**;($1);**;($1);**;31;26;0;0;5;0;0;0;11,131;7,862;702;48;1,635;0;36;254;594;15,647.7;11,131;0;2,764;2,642;0;0;26;13;0;0;3,036;2,642;2;0;5;0;1;19.9;136;19.1%;9.6%;50.0%;10.3%;11.0%;5;0.0%;5,027;18.0%;43;($1);31;5;0;0;5;0;26
01005;86000US01005;Massachusetts;Worcester;Barre;$70,325 ;$10,858 ;$95,958 ;$13,821 ;$35,334 ;$4,825 ;8.4%;5.3%;($1);**;$102,755 ;$18,250 ;$86,000 ;$23,021 ;$44,836 ;$7,967 ;1,785;210;401;338;183;307;196;150;5,014;4,743;111;0;38;0;0;35;87;113.3;5,014;147;388;261;110;429;436;476;186;230;450;287;275;334;505;331;169;45.4;3,498;3.5%;36.3%;29.2%;15.6%;15.3%;1,098;2.7%;2,841;5.3%;2,093;$222,000 ;1,785;1,098;903;319;195;115;687
01007;86000US01007;Massachusetts;Hampshire;"Ware; Belchertown";$86,165 ;$6,131 ;$104,812 ;$7,819 ;$39,308 ;$2,890 ;8.3%;2.4%;($1);**;$108,990 ;$17,280 ;$101,719 ;$11,795 ;$45,117 ;$12,783 ;5,558;556;1,019;759;881;1,306;578;459;14,906;13,900;56;0;451;0;54;252;193;283.4;14,906;782;992;711;846;1,242;1,244;1,039;785;918;1,132;707;739;1,066;1,246;921;536;43.8;10,062;6.4%;23.9%;25.0%;24.1%;20.6%;4,165;2.7%;8,953;4.5%;5,984;$263,900 ;5,558;4,165;3,408;1,446;757;340;1,393
01008;86000US01008;Massachusetts;Hampden;"Blandford; Granville";$62,750 ;$8,187 ;$78,022 ;$7,883 ;$33,933 ;$3,972 ;6.4%;3.8%;($1);**;$61,667 ;$22,893 ;$88,333 ;$30,628 ;$50,417 ;$13,954 ;548;53;127;152;59;107;15;35;1,272;1,251;0;0;7;0;0;8;6;23.6;1,272;48;67;34;89;74;80;135;71;38;80;82;40;86;138;127;83;49.9;992;10.5%;34.3%;26.7%;17.0%;11.5%;401;6.5%;750;7.9%;675;$231,500 ;548;401;344;74;57;29;147
01009;86000US01009;Massachusetts;Hampden;Palmer Town;$59,440 ;$58,074 ;$63,485 ;$28,287 ;$26,043 ;$10,479 ;0.0%;19.8%;($1);**;$78,889 ;$56,482 ;($1);**;($1);**;157;56;0;29;31;41;0;0;384;384;0;0;0;0;0;0;0;472.6;384;0;11;18;13;11;41;57;39;0;0;66;13;0;0;86;29;66.2;325;15.4%;27.1%;37.5%;20.0%;0.0%;72;59.7%;227;9.7%;194;$221,200 ;157;72;61;0;11;0;85
01010;86000US01010;Massachusetts;Hampden;Brimfield;$86,523 ;$8,493 ;$97,098 ;$10,358 ;$39,077 ;$4,193 ;7.3%;4.0%;($1);**;$89,583 ;$57,313 ;$95,417 ;$9,338 ;$51,250 ;$40,344 ;1,465;255;239;128;283;257;196;107;3,724;3,589;26;0;16;0;0;0;93;107.1;3,724;178;195;112;210;270;299;328;273;234;188;128;180;336;357;278;158;48.1;2,818;6.2%;24.1%;32.7%;18.7%;18.3%;1,040;5.6%;2,161;7.6%;1,704;$270,100 ;1,465;1,040;848;266;192;98;425
